frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,27841.454326,24134.405565,24055.927398,24055.927398,27841.454326,24055.927398,24055.927398,5039.000000,7823.000000,8389.000000,8389.000000,5039.000000,8389.000000,8389.000000
128,28773.674374,26609.430452,25558.991451,28773.674374,28773.674374,23415.094875,23415.094875,7378.000000,13260.000000,14895.000000,7378.000000,7378.000000,20529.000000,20529.000000
16384,636700.749583,636700.749583,636700.749583,636700.749583,636700.749583,636700.749583,636700.749583,71233.000000,71233.000000,71233.000000,71233.000000,71233.000000,71233.000000,71233.000000
16,13691.075706,13691.075706,13691.075706,13691.075706,13691.075706,13691.075706,13691.075706,12593.000000,12593.000000,12593.000000,12593.000000,12593.000000,12593.000000,12593.000000
2048,427494.737301,427494.737301,427494.737301,427494.737301,427494.737301,427494.737301,427494.737301,79043.000000,79043.000000,79043.000000,79043.000000,79043.000000,79043.000000,79043.000000
256,452079.789435,452079.789435,452079.789435,452079.789435,452079.789435,452079.789435,452079.789435,115420.000000,115420.000000,115420.000000,115420.000000,115420.000000,115420.000000,115420.000000
2,239662.813004,239662.813004,239662.813004,239662.813004,239662.813004,239662.813004,239662.813004,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000
32768,303561.589654,303561.589654,303561.589654,303561.589654,303561.589654,303561.589654,303561.589654,53505.000000,53505.000000,53505.000000,53505.000000,53505.000000,53505.000000,53505.000000
32,213800.638968,197271.967122,197271.967122,197271.967122,213800.638968,197271.967122,197271.967122,38757.000000,40473.000000,40473.000000,40473.000000,38757.000000,40473.000000,40473.000000
4096,66921.941320,65883.136590,64616.553274,62955.255706,66921.941320,63744.416195,63744.416195,9201.000000,11568.000000,13826.000000,9487.000000,9201.000000,16675.000000,16675.000000
4,396742.671794,396742.671794,396742.671794,396742.671794,396742.671794,396742.671794,396742.671794,75570.000000,75570.000000,75570.000000,75570.000000,75570.000000,75570.000000,75570.000000
512,489677.734771,489677.734771,489677.734771,489677.734771,489677.734771,489677.734771,489677.734771,74344.000000,74344.000000,74344.000000,74344.000000,74344.000000,74344.000000,74344.000000
64,17361.168883,17361.168883,17361.168883,17361.168883,17361.168883,17361.168883,17361.168883,12746.000000,12746.000000,12746.000000,12746.000000,12746.000000,12746.000000,12746.000000
65536,184996.405000,168001.777586,168001.777586,168001.777586,184996.405000,168001.777586,168001.777586,50858.000000,55089.000000,55089.000000,55089.000000,50858.000000,55089.000000,55089.000000
8192,428150.808777,426899.872108,428150.808777,428150.808777,428150.808777,428150.808777,426899.872108,38801.000000,38801.000000,38801.000000,38801.000000,38801.000000,38801.000000,38801.000000
8,243938.004768,243938.004768,243938.004768,243938.004768,243938.004768,243938.004768,243938.004768,49179.000000,49179.000000,49179.000000,49179.000000,49179.000000,49179.000000,49179.000000
