frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,962950.711455,14038.000000,20360.089833
4,864198.969927,13653.000000,25754.158926
8,1080391.290072,18481.000000,11668.923044
16,947919.246831,16506.000000,21948.075907
32,856295.725802,12794.000000,25489.078700
64,1046042.378446,14954.000000,23836.055378
128,1263990.013103,21086.000000,45907.009334
256,862874.166700,16771.000000,62392.903362
512,938885.905584,17227.000000,20655.379832
1024,1185895.750623,19604.000000,166436.429447
2048,962926.154070,17045.000000,188565.958617
4096,1002539.508842,20008.000000,39478.049749
8192,581363.774073,13793.000000,149437.408700
16384,1188940.919384,26516.000000,456752.126128
32768,1382228.769863,31873.000000,482601.177729
65536,2840013.916383,43669.000000,2034443.909916
