frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,250519.319167,4368.000000,982.858077
4,553316.187782,11721.000000,12793.460869
8,640494.920874,12032.000000,23315.289662
16,473168.203586,10307.000000,12425.185632
32,764153.879187,12971.000000,42751.489167
64,1188980.726658,17416.000000,70208.267077
128,1248074.935452,18713.000000,85471.964123
256,1345114.636047,22905.000000,68492.397023
512,510510.989871,9798.000000,7998.471667
1024,772774.420585,11725.000000,39525.517682
2048,1061838.119693,20922.000000,354162.995714
4096,900200.790495,15138.000000,91968.726000
8192,2006004.374419,38976.000000,854540.608585
16384,1152023.661406,22584.000000,498010.668431
32768,292939.462550,7870.000000,190827.821847
65536,4328328.334123,65719.000000,1152152.887852
