frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,442293.860835,7478.000000,13084.507748
4,295144.023477,4707.000000,2760.309041
8,681703.275466,11060.000000,24554.787761
16,901173.934753,15121.000000,34312.956460
32,952940.956707,18600.000000,22361.124010
64,1216071.986243,21733.000000,36467.758664
128,1134940.411684,17366.000000,54659.177610
256,1035862.017781,17567.000000,112727.855577
512,1174572.446490,19565.000000,128379.713020
1024,1136958.895090,20618.000000,114468.440852
2048,1951441.368603,29647.000000,414042.568286
4096,2064225.725952,29150.000000,292344.576483
8192,859240.466499,15449.000000,347078.523308
16384,1415995.732285,25199.000000,390327.861021
32768,2688833.958314,34550.000000,980325.148115
65536,2169499.203738,36919.000000,1272201.284303
