frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,567057.360490,9524.000000,2199.898407
4,737618.557748,11294.000000,6682.780035
8,825920.176090,13163.000000,266.692707
16,684602.094092,11944.000000,1041.268937
32,1003319.473211,16562.000000,20872.632512
64,1166199.387473,19281.000000,70508.575223
128,1221837.171651,20190.000000,49929.275541
256,1161314.225498,18872.000000,55863.352943
512,1398176.227131,25849.000000,44134.515892
1024,1077753.736157,21049.000000,194313.778274
2048,460579.422315,10525.000000,131443.685215
4096,1363127.049565,23740.000000,300329.906152
8192,1757326.557865,33534.000000,382858.162627
16384,853717.814479,16067.000000,109528.810374
32768,3051293.517752,50277.000000,906618.138744
65536,555239.062349,10870.000000,0.000000
