frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,516707.682124,7960.000000,6085.623222
4,434360.226500,6925.000000,1730.484036
8,646280.964778,10921.000000,1187.674619
16,594248.306043,8959.000000,15526.854833
32,668803.564916,12780.000000,37276.138708
64,1270819.161925,20837.000000,95120.250420
128,784440.574782,13728.000000,9295.117051
256,1435025.668902,24588.000000,62023.340405
512,752348.444318,15653.000000,10888.265105
1024,1087496.152788,18908.000000,48780.018307
2048,1247678.807309,20112.000000,57938.601174
4096,2036000.784231,30905.000000,515185.048784
8192,1140052.532563,19177.000000,259695.472573
16384,785914.681474,13719.000000,134785.882618
32768,2290495.558010,31358.000000,971358.731892
65536,1198760.479963,29737.000000,1198727.519327
