frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,932683.339115,13920.000000,9384.530729
4,713888.556758,12490.000000,18724.543893
8,484138.260188,10434.000000,3219.644701
16,621752.974320,12948.000000,6664.489853
32,493219.692197,11168.000000,6339.111689
64,1132441.676335,16294.000000,12425.927209
128,1235857.382484,22028.000000,62508.139942
256,1123007.352305,22059.000000,69379.499407
512,1154604.403598,21600.000000,72792.168233
1024,1307701.525348,24006.000000,234372.317553
2048,1028235.614166,15517.000000,151796.467004
4096,1481866.846618,24507.000000,37024.714287
8192,1897147.193120,32027.000000,531941.769417
16384,2594920.953760,48819.000000,1818757.795527
32768,3636735.233003,63470.000000,1217852.169560
65536,770593.045265,26638.000000,769747.141247
