frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,434643.131569,8493.000000,11529.849045
4,258492.143134,4291.000000,4026.560443
8,275231.337162,6451.000000,8294.530246
16,669597.246893,12332.000000,23367.827648
32,637327.863455,12825.000000,14155.080713
64,752527.217622,12809.000000,61672.906572
128,1162148.666412,19799.000000,65662.601662
256,1017239.957198,15703.000000,77720.021854
512,1136843.214107,19409.000000,32944.657731
1024,1429609.433878,22304.000000,272080.971240
2048,879150.522043,19014.000000,372127.082913
4096,1436377.935861,28054.000000,325495.284288
8192,497446.476457,9593.000000,49829.025808
16384,2150166.500512,35334.000000,1054317.834096
32768,1540682.960746,34047.000000,553967.396597
65536,1891049.066381,43343.000000,1705633.801983
