frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,627594.532495,9369.000000,5426.000000
4,735505.498088,12450.000000,2724.579601
8,145807.397611,2868.000000,6992.989918
16,365822.819726,6679.000000,3648.538337
32,632058.759580,12036.000000,26564.924656
64,961975.413329,14471.000000,56971.236058
128,1145297.959034,17540.000000,11061.061929
256,1031354.973260,16015.000000,133887.219521
512,1030694.755234,18902.000000,108271.387259
1024,1275350.126553,19771.000000,312386.867397
2048,1576065.683138,26035.000000,228395.687792
4096,1415573.082786,24025.000000,567324.598111
8192,1136994.407444,18854.000000,357498.934887
16384,2122513.255813,32828.000000,1206995.424698
32768,1563001.089900,28462.000000,500321.074297
65536,2833887.917749,43310.000000,1595758.836634
