frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,127496.718852,3840.000000,5330.146527
4,409859.088762,7196.000000,5092.000000
8,264384.361533,4646.000000,5688.989453
16,336435.752372,5800.000000,518.493009
32,777387.198349,12326.000000,35705.156630
64,1147322.367605,17889.000000,74938.723368
128,1130538.407322,18663.000000,59395.363085
256,1110972.434927,17505.000000,6625.165507
512,1048149.289779,19752.000000,155353.328230
1024,1251869.834566,21857.000000,166054.259373
2048,1331313.384348,23431.000000,329112.472573
4096,764605.313735,12703.000000,207834.054163
8192,1480942.333395,30197.000000,621142.054864
16384,852661.186352,21010.000000,115035.063655
32768,2593309.374904,39134.000000,1418174.500107
65536,913420.544035,21028.000000,0.000000
