frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,116849.064292,3168.000000,3986.358614
4,410968.788081,7133.000000,6205.640982
8,222964.976292,3997.000000,9893.385518
16,296594.263144,5116.000000,6581.675850
32,408796.158122,8718.000000,1091.208504
64,1138444.492498,19852.000000,10870.087442
128,1052507.359590,17938.000000,89513.285282
256,443329.415946,10839.000000,8086.575851
512,907786.079826,16560.000000,33283.879837
1024,337393.426111,9851.000000,55012.497307
2048,985634.951151,18663.000000,70127.353009
4096,1614075.545977,29148.000000,388548.351426
8192,1667981.718243,28333.000000,630636.301508
16384,1322582.769269,23549.000000,633784.408271
32768,535861.361525,13349.000000,306081.918032
65536,4176296.396422,69442.000000,3301279.126490
