frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,744053.179002,12109.000000,11514.941120
4,568494.270049,9783.000000,3661.515806
8,575130.225858,10254.000000,35199.884318
16,865014.123882,14844.000000,42595.007794
32,1049377.818780,18029.000000,42783.114742
64,1128042.677555,17949.000000,64168.511857
128,1108922.606863,18159.000000,51334.739339
256,1285739.650546,21707.000000,131787.112815
512,1239556.719167,21335.000000,96166.757645
1024,1045615.609945,18278.000000,88066.777107
2048,1211059.016131,19875.000000,46540.549954
4096,1409089.285971,26811.000000,519702.819857
8192,388729.758453,7858.000000,119327.384171
16384,558456.613067,10423.000000,213216.184892
32768,2075568.509635,32595.000000,1261134.999996
65536,757260.665354,17727.000000,551915.329132
