frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,516611.228075,10571.000000,5244.588544
4,533384.100883,12016.000000,11275.376845
8,289719.061453,6130.000000,8197.196289
16,680689.661885,11461.000000,16694.531470
32,217071.859537,4862.000000,3806.998030
64,1174594.872003,20042.000000,35830.336672
128,1030201.536826,21402.000000,18492.788351
256,945478.600678,16315.000000,39353.967767
512,1084268.223426,17784.000000,169550.285777
1024,1238434.937159,22482.000000,92579.472865
2048,1342701.688690,23070.000000,137087.454780
4096,1690718.116740,28982.000000,226548.115587
8192,1164533.616930,17401.000000,85399.880135
16384,1369534.906690,24812.000000,316720.536674
32768,2566392.480861,41490.000000,1280478.176746
65536,2724275.495309,46252.000000,1295859.947288
