frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,620690.031403,10003.000000,15435.813098
4,621843.479589,10362.000000,8556.003740
8,941246.208468,13671.000000,27981.293591
16,231774.760058,3991.000000,4611.353489
32,753893.119221,13296.000000,27401.235447
64,939401.714452,18922.000000,29381.540429
128,1033579.809050,19559.000000,101580.627661
256,1086905.968226,20447.000000,125239.299228
512,1099922.650611,18639.000000,37983.143314
1024,832799.625064,15942.000000,90559.166228
2048,1052634.182538,19138.000000,208927.519554
4096,1600175.144821,29844.000000,74367.237820
8192,831695.657004,18068.000000,247841.072286
16384,2008181.957262,45191.000000,1615899.675684
32768,887112.956534,22570.000000,482572.628179
65536,3036851.556823,53043.000000,2230502.771288
