frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,445972.450049,6995.000000,7664.234143
4,685010.101532,10645.000000,5982.870632
8,656427.803082,11378.000000,8664.223104
16,701118.794956,12393.000000,8301.955372
32,879624.556912,14137.000000,17814.827841
64,1175138.544167,21406.000000,49888.575726
128,1036240.105236,18830.000000,41958.259568
256,982291.087080,14488.000000,52450.193003
512,1364209.790728,22184.000000,139558.126850
1024,945089.432601,17465.000000,176559.952699
2048,962512.024130,20818.000000,163485.887229
4096,1131816.959393,25290.000000,329048.086749
8192,1001501.290791,18193.000000,155367.403888
16384,918868.514705,15125.000000,96896.032308
32768,575825.269901,15771.000000,361081.606895
65536,1929085.042902,43249.000000,1926114.852986
