frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,211336.092987,4022.000000,6877.942207
4,276577.409687,5757.000000,4058.300383
8,464143.481222,9048.000000,54.424259
16,593419.541469,11750.000000,21128.715792
32,422797.986482,9150.000000,2430.754410
64,1387494.716740,22850.000000,100959.768250
128,1340197.849379,23849.000000,1370.086859
256,938251.473240,13623.000000,69780.191437
512,1017599.545067,18517.000000,90471.607834
1024,1089569.534157,19906.000000,124556.085801
2048,1440807.726339,22227.000000,256450.064983
4096,1074819.238742,21729.000000,188936.565281
8192,1066961.329116,20511.000000,366619.430377
16384,869486.749785,22908.000000,251710.175418
32768,711371.931464,16836.000000,406680.822846
65536,2711553.268415,53658.000000,2636193.724644
