frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,471827.002222,7616.000000,11621.586811
4,474634.220829,8039.000000,13188.115976
8,669128.555033,11007.000000,17501.791365
16,883024.645971,14126.000000,4571.219750
32,749026.102967,14356.000000,14561.671779
64,952203.645830,15408.000000,70819.093908
128,1025623.818323,17652.000000,4201.340262
256,1080136.010663,19174.000000,55387.959377
512,1463384.755348,23374.000000,112497.070362
1024,516184.994778,8770.000000,83313.302833
2048,1133389.230974,17883.000000,204382.709325
4096,531291.026980,11638.000000,128356.399930
8192,825521.126686,17891.000000,115256.006104
16384,821392.106737,15099.000000,328649.876861
32768,2652830.449308,39314.000000,1070394.566300
65536,1698913.327037,28623.000000,1010474.743050
