frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,417513.924606,8189.000000,4271.990286
4,530118.412350,8788.000000,1014.607313
8,534887.742324,7986.000000,18833.917914
16,563304.311862,8337.000000,3919.638376
32,401468.071425,7572.000000,14572.866053
64,752218.286807,14860.000000,63883.150235
128,1166194.749727,17007.000000,104132.922277
256,681938.169633,11811.000000,24028.649047
512,1555499.232828,22841.000000,63191.492560
1024,1467012.211582,24131.000000,137825.079543
2048,834269.920423,12597.000000,164887.778907
4096,1532222.262322,23055.000000,129674.060008
8192,1810345.717412,25338.000000,732707.259950
16384,476926.574101,12331.000000,252651.506485
32768,1355667.437869,23379.000000,231432.789656
65536,75430.216313,2602.000000,0.000000
