frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,749365.572556,12906.000000,24773.546557
4,558524.766510,11728.000000,12812.460693
8,550596.091870,10619.000000,12588.465872
16,532192.065602,9127.000000,23763.795677
32,769300.258660,13084.000000,12160.552948
64,764947.061336,11564.000000,51124.906396
128,1077655.429163,18405.000000,51165.781456
256,1239200.873765,22529.000000,84752.189665
512,957917.630727,17052.000000,34172.101574
1024,1705128.785728,27556.000000,154131.820232
2048,1790315.960908,30537.000000,370454.181966
4096,1842341.135513,33052.000000,574365.852426
8192,552647.638314,10628.000000,27560.296352
16384,1562088.351664,25405.000000,213941.371597
32768,1175109.567600,23268.000000,674092.907851
65536,1431493.568082,36382.000000,1346853.482569
