frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,352726.953580,6665.000000,10544.564382
4,322481.978233,6462.000000,1109.123528
8,574856.538749,9925.000000,31226.762032
16,857960.150745,14787.000000,14461.207038
32,673099.165340,12652.000000,10220.357577
64,1065089.285494,17378.000000,22832.823566
128,872476.485421,15378.000000,30337.563234
256,1131935.306428,16237.000000,76221.965030
512,1090581.466934,19855.000000,139032.867276
1024,1246907.483313,22564.000000,89069.644318
2048,1035238.701017,19901.000000,333532.937403
4096,1341827.833169,26531.000000,631205.820221
8192,1032336.331543,21793.000000,496719.073485
16384,1736012.782831,32581.000000,577682.323577
32768,861287.506577,20169.000000,654148.220193
65536,4268984.348087,70980.000000,3324384.519903
