frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,484146.730334,9894.000000,12238.461464
4,575997.345766,9068.000000,22406.406584
8,657474.736607,11911.000000,15865.035046
16,488864.020305,8561.000000,15881.978277
32,662295.369285,11232.000000,8638.596240
64,1243150.622727,21634.000000,27362.026497
128,1077792.312016,19413.000000,30747.822590
256,1104977.956448,20708.000000,164612.886695
512,889407.873018,17412.000000,47138.476927
1024,1610562.170061,26995.000000,311332.974182
2048,868186.813959,14213.000000,159227.289712
4096,890132.157984,15991.000000,211188.878774
8192,1432889.149611,24167.000000,404353.928140
16384,327673.799281,6744.000000,80472.846159
32768,398423.595984,9359.000000,176902.857026
65536,1776914.493096,31774.000000,1012595.360516
