frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,150740.217898,3363.000000,458.600044
4,598299.350411,10535.000000,5079.933858
8,503549.118205,8961.000000,13777.746840
16,798528.739346,13328.000000,37574.775422
32,773387.328080,14577.000000,36116.152453
64,1312717.096520,22712.000000,8603.346558
128,926425.573543,17536.000000,58178.049005
256,1265950.061337,21297.000000,119158.995905
512,1203314.006005,20937.000000,53433.772083
1024,1175875.611937,19704.000000,157588.833948
2048,600130.973102,9637.000000,101806.039507
4096,934033.487129,21093.000000,67495.630451
8192,2282534.420491,40538.000000,897642.636330
16384,2587462.611663,36178.000000,549587.530894
32768,1288312.928682,18999.000000,625120.071323
65536,2394880.012597,43058.000000,858000.278120
