frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,429239.494672,6868.000000,12671.984691
4,345886.873673,5906.000000,10381.555038
8,857616.557672,12339.000000,19377.125793
16,319053.722229,6728.000000,9857.742845
32,422631.194722,6575.000000,22246.059516
64,924595.899564,15573.000000,43123.279444
128,1414192.554987,24244.000000,6891.019954
256,667159.729851,10065.000000,12377.309118
512,1313463.182579,22780.000000,95059.809920
1024,966405.585818,20539.000000,182209.055933
2048,931843.713015,17142.000000,57199.661065
4096,1807527.046022,28201.000000,390007.196693
8192,2865164.519123,41059.000000,472001.662536
16384,2766413.302145,47391.000000,844960.443891
32768,300300.720555,6799.000000,0.000000
65536,1211231.120959,29870.000000,929936.534174
