frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,537062.725109,8886.000000,17805.062005
4,172160.936313,3211.000000,5297.394171
8,430856.343788,9193.000000,2940.576644
16,798844.288007,13520.000000,29621.872645
32,522612.719272,9418.000000,1797.516064
64,887856.504594,16009.000000,60925.488829
128,1058698.900184,20089.000000,19336.115794
256,1390293.641412,24987.000000,141761.025832
512,995546.027200,15136.000000,72118.401043
1024,1296678.386138,24397.000000,37768.742314
2048,2122473.552092,37916.000000,116461.799733
4096,1723039.082700,28531.000000,219859.086408
8192,1156770.435256,28972.000000,382639.969245
16384,1881186.398962,31052.000000,611375.713618
32768,1204280.155843,28156.000000,273207.330065
65536,1363847.221035,26197.000000,842489.089950
