frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,333679.461957,6801.000000,13580.268407
4,247355.345010,3911.000000,10912.481249
8,615761.060860,11007.000000,4680.915616
16,819216.644059,14135.000000,1531.802859
32,1239746.022828,20259.000000,59900.270951
64,748135.226220,14135.000000,23516.849810
128,1018239.130903,15888.000000,28056.997166
256,1384345.118883,21598.000000,159142.567426
512,744042.365573,13415.000000,71975.772792
1024,1041288.925200,21511.000000,155557.400149
2048,1110902.841670,17193.000000,204310.064067
4096,1186194.721754,18125.000000,155511.976610
8192,1634577.563360,25331.000000,540059.294933
16384,434539.219702,12452.000000,250409.654702
32768,1085458.577771,22414.000000,560624.036511
65536,2583014.263494,35423.000000,1142795.885251
