frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,363901.657706,6985.000000,9450.638973
4,572292.522635,11917.000000,9081.075322
8,747437.759524,12657.000000,23452.802413
16,826609.662095,12820.000000,7576.290055
32,790436.356821,12747.000000,19281.881469
64,698617.376081,13026.000000,49496.563638
128,1403285.510618,23614.000000,55526.135675
256,1102938.176374,17087.000000,43848.392787
512,1131677.275545,20158.000000,79753.194927
1024,1415848.585124,23045.000000,166211.383335
2048,1475187.878173,22275.000000,111074.327831
4096,1735370.160835,27615.000000,196913.240748
8192,1610015.770816,32733.000000,787972.741407
16384,1198988.488795,19168.000000,404929.979862
32768,1201599.463094,28013.000000,269286.756596
65536,5608440.694547,82326.000000,3253823.791445
