frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,841433.086792,32097.000000,0.000000
4,1254394.792297,45640.000000,0.000000
8,1008294.599454,43129.000000,0.000000
16,1559391.300264,56949.000000,0.000000
32,2308165.967115,84228.000000,0.000000
64,2141630.272944,80025.000000,0.000000
128,2352761.899615,93234.000000,0.000000
256,1785938.380331,74098.000000,0.000000
512,3178250.537892,107057.000000,0.000000
1024,3040361.033094,115010.000000,0.000000
2048,4460322.504213,143045.000000,0.000000
4096,859405.603496,28349.000000,0.000000
8192,1344676.952549,54074.000000,0.000000
16384,4562516.241963,125149.000000,0.000000
32768,809159.616456,35815.000000,0.000000
65536,1639931.985142,60837.000000,0.000000
