frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,964996.609234,39855.000000,0.000000
4,800439.446418,37972.000000,0.000000
8,1177115.384524,47886.000000,0.000000
16,1054527.469036,47561.000000,0.000000
32,1897283.912630,66046.000000,0.000000
64,1934559.848421,72714.000000,0.000000
128,1665301.484793,63157.000000,0.000000
256,1694103.922581,70693.000000,0.000000
512,2902058.324407,93852.000000,0.000000
1024,2591719.469854,97580.000000,0.000000
2048,2235715.987947,82296.000000,0.000000
4096,3374345.573694,121154.000000,0.000000
8192,3433346.520162,129244.000000,0.000000
16384,3334142.623435,114094.000000,0.000000
32768,7898599.401020,206600.000000,0.000000
65536,2960306.525266,95444.000000,0.000000
