frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1452904.812154,52972.000000,0.000000
4,1446978.428755,62696.000000,0.000000
8,1553533.075553,63680.000000,0.000000
16,1298504.677561,60705.000000,0.000000
32,2769085.875521,112676.000000,0.000000
64,2159454.566931,97255.000000,0.000000
128,2024104.536118,77690.000000,0.000000
256,3603202.540665,141284.000000,0.000000
512,3003432.474072,119923.000000,0.000000
1024,3079533.320893,124745.000000,0.000000
2048,2961306.983062,107965.000000,0.000000
4096,3333450.256211,129445.000000,0.000000
8192,4585466.024114,151420.000000,0.000000
16384,2927784.624992,113898.000000,0.000000
32768,662964.653389,35421.000000,0.000000
65536,2333298.856071,101514.000000,0.000000
