frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,361696.386830,19569.000000,0.000000
4,1390677.954971,60323.000000,0.000000
8,1467492.175982,64211.000000,0.000000
16,2266946.046943,93415.000000,0.000000
32,1447266.497211,61052.000000,0.000000
64,2171781.644278,88735.000000,0.000000
128,2673548.865711,98857.000000,0.000000
256,2657971.012757,113535.000000,0.000000
512,3256621.426901,130953.000000,0.000000
1024,2720016.351054,111854.000000,0.000000
2048,3153002.639717,127618.000000,0.000000
4096,3067060.201780,116399.000000,0.000000
8192,3492306.832357,124736.000000,0.000000
16384,6547266.490682,187068.000000,0.000000
32768,8142322.938437,209990.000000,0.000000
65536,4029558.129362,116536.000000,0.000000
