frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1262115.759276,45823.000000,0.000000
4,1849582.858470,74208.000000,0.000000
8,1017039.883924,45785.000000,0.000000
16,1846145.029727,80574.000000,0.000000
32,1976673.868718,77534.000000,0.000000
64,1667946.377980,68318.000000,0.000000
128,2756527.025953,107317.000000,0.000000
256,2540671.013703,104726.000000,0.000000
512,912550.747444,46547.000000,0.000000
1024,1528988.104784,58636.000000,0.000000
2048,2926353.262127,103778.000000,0.000000
4096,1990504.904214,81485.000000,0.000000
8192,1347376.808015,58114.000000,0.000000
16384,2051339.327041,83127.000000,0.000000
32768,1646523.892378,63669.000000,0.000000
65536,1299420.803406,67428.000000,0.000000
