frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1176335.286780,50135.000000,0.000000
4,1278534.531764,54133.000000,0.000000
8,982999.566007,46247.000000,0.000000
16,1376330.886056,49372.000000,0.000000
32,1145524.566456,49094.000000,0.000000
64,1639758.069014,71531.000000,0.000000
128,2816356.345622,117518.000000,0.000000
256,2938319.007992,114347.000000,0.000000
512,1797154.514528,73902.000000,0.000000
1024,2429691.196958,90120.000000,0.000000
2048,3731530.327954,165274.000000,0.000000
4096,3172876.567146,129490.000000,0.000000
8192,2276466.851682,75005.000000,0.000000
16384,2868434.040571,102630.000000,0.000000
32768,1679503.633612,63238.000000,0.000000
65536,6300316.840871,173761.000000,0.000000
