frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,946993.522347,36738.000000,0.000000
4,943305.680865,43513.000000,0.000000
8,1528270.726211,54783.000000,0.000000
16,1158820.784865,36137.000000,0.000000
32,2058172.620556,75767.000000,0.000000
64,2833022.614695,103024.000000,0.000000
128,2244811.296079,86541.000000,0.000000
256,2855181.565625,115972.000000,0.000000
512,2277906.243567,87307.000000,0.000000
1024,2818505.713336,99603.000000,0.000000
2048,2894622.295184,114706.000000,0.000000
4096,3548511.656947,128353.000000,0.000000
8192,2153860.597575,95634.000000,0.000000
16384,4190496.394608,160319.000000,0.000000
32768,7269079.117747,203513.000000,0.000000
65536,2902490.258875,100216.000000,0.000000
