frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1191783.757956,48781.000000,0.000000
4,1683640.365213,62429.000000,0.000000
8,1296330.436987,53901.000000,0.000000
16,1458700.615357,77022.000000,0.000000
32,2134724.550793,76111.000000,0.000000
64,2661297.819680,94178.000000,0.000000
128,2874639.466697,98099.000000,0.000000
256,2256402.045078,81518.000000,0.000000
512,2920072.470588,104354.000000,0.000000
1024,2539811.140902,88720.000000,0.000000
2048,2171605.164541,75439.000000,0.000000
4096,2570840.020625,97730.000000,0.000000
8192,1600520.439473,70432.000000,0.000000
16384,2455998.165486,92669.000000,0.000000
32768,1677027.048155,58102.000000,0.000000
65536,3602619.899722,127640.000000,0.000000
