frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1000653.999708,34785.000000,0.000000
4,983193.139185,36901.000000,0.000000
8,1512477.027093,70604.000000,0.000000
16,2344564.775201,79832.000000,0.000000
32,2176086.522588,77519.000000,0.000000
64,2695791.814455,116836.000000,0.000000
128,2401610.377381,83091.000000,0.000000
256,2342332.658021,88568.000000,0.000000
512,2384347.915937,75518.000000,0.000000
1024,2412493.127522,91811.000000,0.000000
2048,3189091.977486,110767.000000,0.000000
4096,2718307.730765,98379.000000,0.000000
8192,4439620.766755,157496.000000,0.000000
16384,2010095.144672,71489.000000,0.000000
32768,1634333.945725,58883.000000,0.000000
65536,611148.450959,39164.000000,0.000000
