frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1254470.577641,62638.000000,0.000000
4,1023370.853364,48553.000000,0.000000
8,952925.901857,55171.000000,0.000000
16,1210064.301084,51787.000000,0.000000
32,1912922.295631,83556.000000,0.000000
64,2011157.289665,76228.000000,0.000000
128,2551674.210290,107861.000000,0.000000
256,2954361.743208,113267.000000,0.000000
512,2550654.294183,101619.000000,0.000000
1024,3075957.302079,124069.000000,0.000000
2048,2990612.354161,113947.000000,0.000000
4096,1061052.426373,51674.000000,0.000000
8192,2151871.998813,86230.000000,0.000000
16384,2713769.428805,92995.000000,0.000000
32768,1440957.288226,65823.000000,0.000000
65536,3033027.239472,127279.000000,0.000000
