frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,979455.453525,36874.000000,0.000000
4,916134.959058,46345.000000,0.000000
8,1475120.541022,58245.000000,0.000000
16,2492650.244529,104621.000000,0.000000
32,2020606.930981,83526.000000,0.000000
64,2624951.978066,90394.000000,0.000000
128,2469490.212128,105192.000000,0.000000
256,2388848.823795,97062.000000,0.000000
512,1819321.105900,82986.000000,0.000000
1024,2850418.060546,102098.000000,0.000000
2048,1762018.023364,65033.000000,0.000000
4096,4069349.095296,137097.000000,0.000000
8192,3378598.020656,116215.000000,0.000000
16384,1718924.778306,47988.000000,0.000000
32768,2369096.767945,96623.000000,0.000000
65536,3960089.939998,159912.000000,0.000000
