frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1224963.381638,49157.000000,0.000000
4,1236820.650560,43470.000000,0.000000
8,1195528.070905,41254.000000,0.000000
16,2212093.140535,84585.000000,0.000000
32,2222737.761569,81687.000000,0.000000
64,2363639.268710,86122.000000,0.000000
128,2023946.825871,86948.000000,0.000000
256,2276356.177170,85259.000000,0.000000
512,2992244.119093,100458.000000,0.000000
1024,2016163.002777,71137.000000,0.000000
2048,1531186.067009,67887.000000,0.000000
4096,3344330.136367,112630.000000,0.000000
8192,2532700.563836,94926.000000,0.000000
16384,3796328.783834,127444.000000,0.000000
32768,5527848.169370,190377.000000,0.000000
65536,3454755.706648,117998.000000,0.000000
