frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1631056.122965,59696.000000,0.000000
4,2152273.278131,69129.000000,0.000000
8,1138260.245755,43532.000000,0.000000
16,1300604.204617,53870.000000,0.000000
32,2336805.338313,83410.000000,0.000000
64,1735484.622624,58910.000000,0.000000
128,2338179.278813,82879.000000,0.000000
256,1584602.413389,60934.000000,0.000000
512,2838658.817553,102991.000000,0.000000
1024,1998071.387118,78319.000000,0.000000
2048,1445246.452199,48797.000000,0.000000
4096,2561868.672416,107718.000000,0.000000
8192,4614008.265831,147357.000000,0.000000
16384,5962939.099342,180321.000000,0.000000
32768,5757747.829735,168991.000000,0.000000
65536,1547194.815708,62671.000000,0.000000
