frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,981499.209508,34280.000000,0.000000
4,1402480.459118,55074.000000,0.000000
8,1199904.308929,47591.000000,0.000000
16,1433491.959841,60270.000000,0.000000
32,863305.844977,49476.000000,0.000000
64,2198878.582874,91384.000000,0.000000
128,2398635.840732,98509.000000,0.000000
256,1889309.350623,71651.000000,0.000000
512,2722466.031068,108193.000000,0.000000
1024,3283111.290605,129464.000000,0.000000
2048,2173586.000920,74091.000000,0.000000
4096,3200129.026632,131824.000000,0.000000
8192,3413281.176975,126729.000000,0.000000
16384,3028523.819506,112189.000000,0.000000
32768,4702993.737364,160776.000000,0.000000
65536,3946229.157649,132777.000000,0.000000
