frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,594575.719082,25101.000000,0.000000
4,940655.476927,39495.000000,0.000000
8,1454118.959890,58149.000000,0.000000
16,1348990.637542,60621.000000,0.000000
32,1697527.924103,72635.000000,0.000000
64,2528688.941767,99204.000000,0.000000
128,2489601.912095,102119.000000,0.000000
256,2314059.309001,99843.000000,0.000000
512,1581883.352906,62660.000000,0.000000
1024,2977055.615068,97246.000000,0.000000
2048,3452470.095991,133520.000000,0.000000
4096,1617810.762842,76474.000000,0.000000
8192,2497173.401577,90964.000000,0.000000
16384,2476551.946767,113409.000000,0.000000
32768,724009.341049,35664.000000,0.000000
65536,4075257.290069,116920.000000,0.000000
