frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1638606.587951,73509.000000,0.000000
4,1795887.315198,84414.000000,0.000000
8,991847.046407,48783.000000,0.000000
16,937217.476740,41459.000000,0.000000
32,2222200.932358,83809.000000,0.000000
64,2751337.103005,117661.000000,0.000000
128,2418497.447288,90983.000000,0.000000
256,2477280.708851,96987.000000,0.000000
512,4131910.162451,171903.000000,0.000000
1024,3208247.979471,128839.000000,0.000000
2048,2575894.024156,104100.000000,0.000000
4096,3446533.726122,129966.000000,0.000000
8192,2583131.517650,93199.000000,0.000000
16384,3503000.034933,135687.000000,0.000000
32768,3291624.714002,108597.000000,0.000000
65536,5987319.639387,183096.000000,0.000000
