frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1218880.015495,55717.000000,0.000000
4,699853.546617,29314.000000,0.000000
8,1529383.361510,54539.000000,0.000000
16,1770928.761757,69435.000000,0.000000
32,2012747.092263,74167.000000,0.000000
64,1997860.397761,73901.000000,0.000000
128,2749805.193755,102241.000000,0.000000
256,3012392.989310,105329.000000,0.000000
512,1662606.747665,68772.000000,0.000000
1024,2850194.240033,102687.000000,0.000000
2048,1956173.949845,88429.000000,0.000000
4096,3224576.267929,121444.000000,0.000000
8192,2977068.609352,102977.000000,0.000000
16384,2589470.501302,91478.000000,0.000000
32768,4944260.337229,125075.000000,0.000000
65536,1782458.814493,62770.000000,0.000000
