mean_inter_arrival_time,L2_norm_flow_time
20.0,210026562.6393319
22.0,204817572.8042572
24.0,199757163.54098436
26.0,194713910.5053212
28.0,189776104.83044586
30.0,184518198.82252413
32.0,179759464.2273518
34.0,175093273.33200726
36.0,170271014.08060905
38.0,165525019.56096727
40.0,160853066.57027176
