mean_inter_arrival_time,L2_norm_flow_time
20.0,131395316.41030777
22.0,126265414.46686372
24.0,121313872.7678589
26.0,116165834.1944987
28.0,111363026.90014462
30.0,106633702.42418602
32.0,101651228.95160833
34.0,96873069.31358859
36.0,92144283.30433999
38.0,87555517.87761624
40.0,82149589.67141156
