frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,156849.680787,66725.000000,165.568717
4,215586.190402,131327.000000,499.286491
8,85915.545369,36995.000000,43.289722
16,90438.267321,36567.000000,215.900440
32,163034.167244,138223.000000,816.020220
64,331051.711202,152687.000000,677.158032
128,244306.591698,154808.000000,22620.718844
256,198347.746768,89914.000000,44499.649931
512,155046.774597,120629.000000,9529.384922
1024,97512.341619,33621.000000,22360.629598
2048,114540.680158,51241.000000,13806.098797
4096,382611.501978,132195.000000,39764.078538
8192,303732.469211,171775.000000,91337.834340
16384,244152.901711,120019.000000,120360.196884
32768,341759.116645,178149.000000,216354.739967
65536,336357.111172,123786.000000,332815.331813
