frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,351089.143775,190429.000000,1815.930615
4,195242.270600,171981.000000,1056.005208
8,62082.312650,32929.000000,312.297935
16,205594.879119,116486.000000,2675.651696
32,317691.438012,169212.000000,6158.565823
64,125014.872671,49086.000000,617.625291
128,209875.743627,107193.000000,298.628532
256,345005.448966,239666.000000,2576.892120
512,374353.018289,273543.000000,4989.932464
1024,205798.959541,114222.000000,25254.464536
2048,517066.808274,184897.000000,44270.768877
4096,635717.424340,282473.000000,214954.454353
8192,436452.658421,111736.000000,186412.454243
16384,435186.345754,110992.000000,410016.000821
32768,410099.228159,206468.000000,113973.621531
65536,588176.728418,124017.000000,495116.519254
