frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,175345.609497,68694.000000,132.423563
4,160452.369147,66909.000000,1556.519515
8,242910.821076,71861.000000,692.948050
16,547509.442919,149736.000000,44313.057940
32,973118.554344,217511.000000,442.870184
64,852783.205841,240334.000000,16331.442374
128,1294678.258849,291086.000000,88633.167257
256,1295363.168327,303458.000000,126942.346886
512,519661.181943,221366.000000,42801.483713
1024,1265419.487506,278235.000000,212426.632017
2048,491363.669219,115040.000000,151568.224711
4096,809304.206669,160500.000000,352766.047869
8192,1651040.491601,286392.000000,413473.727667
16384,867379.297617,111143.000000,495612.838800
32768,579925.547941,190743.000000,541461.413592
65536,1478490.144528,133722.000000,1250505.314315
