frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,436552.674482,203210.000000,1477.761821
4,218587.689386,80235.000000,3588.615053
8,465411.160881,194766.000000,163.180881
16,350538.064575,189464.000000,2630.852904
32,497807.278275,151463.000000,2193.792606
64,525419.076087,245777.000000,7048.306321
128,249591.840710,81902.000000,832.743658
256,314533.220358,163307.000000,12841.518524
512,1039616.094146,290180.000000,92114.467924
1024,251609.228662,111932.000000,25231.197157
2048,467871.228184,181975.000000,66863.269319
4096,321264.508247,141566.000000,143229.421433
8192,347049.860148,164267.000000,188950.756429
16384,697127.153728,277091.000000,298508.564137
32768,1501037.995533,280581.000000,977379.362114
65536,675054.708043,76238.000000,666931.588998
