frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,701871.725270,253425.000000,3743.007213
4,469616.062082,111841.000000,8253.713104
8,277671.973301,95961.000000,4058.237425
16,636215.962925,122678.000000,4443.748080
32,812150.952122,250819.000000,6308.748212
64,1063947.687908,230312.000000,2540.213967
128,1044549.240297,236721.000000,70515.262149
256,900883.559418,259443.000000,39139.491425
512,576847.511409,140224.000000,39765.437078
1024,869998.124399,202731.000000,167457.890298
2048,544364.470734,108079.000000,92710.495981
4096,1860244.032613,295822.000000,750058.194671
8192,1269047.557668,252624.000000,670591.096315
16384,948723.095956,223280.000000,177642.911331
32768,1586547.251544,244388.000000,790982.705707
65536,1199388.954159,263167.000000,674609.198851
