frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,156690.413919,85608.000000,581.485167
4,689037.560692,260032.000000,89334.614758
8,222210.849557,101388.000000,4934.965248
16,376271.619675,131856.000000,29992.230177
32,583479.531697,202722.000000,1853.495077
64,673972.177574,164047.000000,12247.287536
128,1077039.655247,250943.000000,64558.975751
256,1111691.588418,265137.000000,85737.764229
512,405334.142038,105336.000000,24618.921565
1024,918860.906171,266476.000000,173235.837565
2048,854001.320428,157987.000000,134114.828945
4096,911658.363501,268069.000000,208696.632555
8192,910572.045632,222384.000000,196943.099379
16384,911941.285885,233399.000000,349022.989186
32768,1414150.362108,237818.000000,616139.843854
65536,1359626.404330,269809.000000,734071.927984
