frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,275612.163837,175859.000000,2707.849331
4,527072.288994,283629.000000,27685.099602
8,121555.180926,61619.000000,251.384168
16,267788.980150,103848.000000,8600.778744
32,453168.544459,210073.000000,993.159604
64,460535.813152,135747.000000,2813.709118
128,280462.948492,103411.000000,4320.703531
256,200363.171154,57305.000000,1423.133514
512,914662.911159,299823.000000,94574.662764
1024,375989.206837,206636.000000,71821.382721
2048,747405.149694,305460.000000,98970.026735
4096,787570.036264,233359.000000,267771.696221
8192,888937.191783,267410.000000,200359.086647
16384,1301313.606700,220936.000000,799571.607673
32768,909753.298266,248611.000000,393555.558883
65536,425854.311394,159097.000000,273550.785691
