frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,269404.395230,228738.000000,95.577194
4,582810.775915,193132.000000,1491.816007
8,142319.973500,53412.000000,3095.139415
16,193507.090433,76350.000000,25.337719
32,243399.917590,164425.000000,15084.747098
64,613676.504179,289629.000000,21135.370378
128,972641.521674,310143.000000,15375.436677
256,579320.413291,244135.000000,3123.920454
512,817008.642083,333014.000000,1425.612500
1024,543334.045817,278321.000000,25859.144553
2048,636080.998075,214522.000000,135324.396939
4096,691320.382265,230121.000000,63226.209091
8192,263515.665756,63432.000000,30673.363640
16384,540940.990058,259886.000000,150204.732395
32768,802039.447428,259542.000000,419109.124315
65536,1015515.965285,227895.000000,588669.611186
