frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,165576.828485,79675.000000,336.001488
4,236182.105055,163797.000000,1358.004418
8,231639.252913,100697.000000,216.681794
16,650511.922865,229878.000000,107.610408
32,367023.241154,114220.000000,3728.010864
64,356441.293326,198219.000000,21871.259543
128,208776.853614,79931.000000,3049.566691
256,618518.234209,177966.000000,29001.891887
512,504109.019083,263502.000000,136573.826424
1024,314016.901475,84340.000000,18807.011007
2048,815607.696838,220426.000000,201998.026312
4096,528380.943174,264247.000000,118447.264603
8192,578463.816661,200643.000000,127525.150955
16384,311756.879863,146543.000000,66053.115914
32768,806646.987691,164028.000000,310342.881902
65536,946714.004506,228892.000000,702589.359857
