frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,273011.941728,76565.000000,2269.872023
4,894609.184379,268412.000000,5639.474089
8,517759.671332,230798.000000,5707.229801
16,391025.704958,165717.000000,2652.837726
32,639810.504970,215157.000000,5712.764305
64,376602.901209,101141.000000,22955.630072
128,816834.045326,280136.000000,14567.617307
256,879304.153775,299694.000000,14554.214476
512,558871.753460,178913.000000,33860.799415
1024,674945.707322,236675.000000,154909.535246
2048,1266158.398649,215506.000000,572241.183786
4096,441262.361706,122740.000000,178702.050987
8192,1084233.731036,252620.000000,361932.126137
16384,464056.628020,63761.000000,91624.964458
32768,2662753.793051,240128.000000,1810196.453838
65536,1220294.515149,258626.000000,0.000000
