frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,423445.171208,139423.000000,3243.048566
4,347458.026032,111570.000000,8616.154247
8,161315.762581,67109.000000,1116.146048
16,217800.009644,71972.000000,132.649915
32,379373.211690,97837.000000,1563.296517
64,376815.767684,187513.000000,11314.699024
128,689676.613181,189028.000000,16635.821741
256,300464.124576,98302.000000,11174.738789
512,405999.679566,212944.000000,87147.549415
1024,384367.297661,248312.000000,29940.850756
2048,209020.792195,57635.000000,11584.413667
4096,306453.893131,71930.000000,104521.712476
8192,303225.655508,92950.000000,47410.838982
16384,1131561.926173,224609.000000,816697.416367
32768,1674079.633626,221008.000000,1255025.257710
65536,495569.622539,253284.000000,310967.166161
