frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,715699.603736,266502.000000,2093.658759
4,711597.024117,212999.000000,7532.736953
8,120707.979674,29728.000000,975.330200
16,849048.764736,280144.000000,31849.136174
32,608797.573546,275542.000000,761.000000
64,775168.271180,205381.000000,169224.116804
128,970444.045064,256851.000000,22658.927137
256,527826.096184,164771.000000,18599.558543
512,777632.172612,165725.000000,45051.511684
1024,1111189.373628,203504.000000,107156.941296
2048,718595.904336,155888.000000,156256.206846
4096,1624832.867487,267440.000000,356285.324698
8192,913201.274791,191527.000000,547330.748099
16384,313987.022264,114802.000000,114848.576286
32768,1268172.312859,189457.000000,1200139.656756
65536,4311432.653413,165055.000000,3234781.883378
