frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,452117.581225,128884.000000,1578.586393
4,401790.873163,164608.000000,896.827185
8,610096.227112,168261.000000,8539.778861
16,750315.663407,248901.000000,13446.855915
32,1106557.039636,280945.000000,74009.341248
64,487752.575377,146029.000000,3883.197136
128,830624.538765,190925.000000,44888.489415
256,519610.096879,184908.000000,40878.941486
512,1207954.717853,294659.000000,119245.472811
1024,910042.812359,156740.000000,52012.789994
2048,744236.729488,165158.000000,48594.771005
4096,2097589.108352,293398.000000,635472.832790
8192,641013.047166,212990.000000,194317.925462
16384,1106741.366787,263379.000000,274437.106844
32768,827295.552498,117313.000000,580130.185333
65536,4231491.601955,246605.000000,2708971.576286
