frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,254820.395475,82316.000000,109.658561
4,355369.712353,126601.000000,9941.906356
8,758516.763230,174438.000000,152.167671
16,190052.547431,54215.000000,2783.608449
32,439278.556359,103214.000000,13680.616360
64,838079.814893,266104.000000,15674.744687
128,922433.424321,220981.000000,67349.948010
256,872114.119340,209304.000000,38125.930677
512,1297132.242505,234492.000000,116298.754245
1024,1397129.915043,243315.000000,210615.229107
2048,320660.712988,52247.000000,79554.289570
4096,1152908.009355,244822.000000,194658.080004
8192,1187757.644499,249256.000000,543836.046930
16384,1804916.081541,233162.000000,691743.872291
32768,2215313.438410,175857.000000,1846416.996686
65536,407918.924044,84233.000000,397629.112133
