frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,149243.927049,60160.000000,182.236111
4,379223.363115,205459.000000,3404.922172
8,737529.873851,346487.000000,276.555600
16,179596.279819,68516.000000,1810.414593
32,336750.892680,201003.000000,149.626201
64,191868.006864,150024.000000,1145.863866
128,295872.849082,150704.000000,7016.702644
256,178768.800007,124698.000000,4649.729024
512,162393.665015,71649.000000,8347.016593
1024,560717.526976,244309.000000,68148.943513
2048,76717.289485,21056.000000,6060.709859
4096,569658.451814,254117.000000,16236.571652
8192,151683.183521,41784.000000,47878.704180
16384,371353.431510,166617.000000,151357.871365
32768,469318.132143,133474.000000,283669.206295
65536,1131806.874409,264963.000000,952130.630516
