frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,177944.316976,55342.000000,1544.105243
4,484917.893372,249001.000000,921.826448
8,137634.762945,49556.000000,596.300260
16,609332.669110,239457.000000,7504.060301
32,554190.363215,328874.000000,20412.954514
64,219652.308654,116834.000000,2571.602613
128,598264.974633,225148.000000,4144.581040
256,761412.911857,303910.000000,166286.375566
512,379986.057974,191954.000000,2577.492192
1024,885825.306028,294427.000000,183930.172924
2048,416222.996310,166009.000000,30597.550866
4096,455946.827916,116343.000000,103829.854743
8192,649190.614988,194922.000000,257983.516320
16384,427084.670567,135635.000000,259974.334291
32768,1342175.061331,232897.000000,959922.718569
65536,664461.136805,260386.000000,0.000000
