frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,301169.144273,180323.000000,999.934498
4,393677.014738,223072.000000,575.701311
8,177946.566258,114811.000000,511.032289
16,448678.212410,260268.000000,38.587563
32,293422.996568,190587.000000,1398.372268
64,509911.921507,276313.000000,8746.415609
128,357967.786591,147229.000000,2389.418130
256,268220.339046,111687.000000,11708.796608
512,165449.377929,63400.000000,1346.021174
1024,257317.573920,132389.000000,135432.380253
2048,342872.784350,178289.000000,72733.915940
4096,275894.050266,148274.000000,15192.574535
8192,611153.783923,291669.000000,95369.024725
16384,449305.886469,134087.000000,357337.706405
32768,335238.199039,123148.000000,286654.305661
65536,384636.799607,108928.000000,0.000000
