frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,421805.663490,311023.000000,165.469030
4,243510.584398,121051.000000,360.170793
8,120512.604565,83290.000000,36.400549
16,351645.057589,242168.000000,595.143680
32,443603.829251,261393.000000,4972.561412
64,193423.887951,172040.000000,812.603224
128,279633.228068,158817.000000,482.622005
256,438857.782562,259722.000000,31002.021418
512,581988.292445,319025.000000,4905.410177
1024,261878.570971,164123.000000,31113.229774
2048,376209.871436,131681.000000,16884.587824
4096,529066.424341,260604.000000,43050.723397
8192,161402.009557,63657.000000,77502.062476
16384,350318.632723,176205.000000,241467.912976
32768,462422.182837,173023.000000,379282.802461
65536,281473.325448,156980.000000,0.000000
