frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,155556.957299,72303.000000,1489.941610
4,473873.399563,178903.000000,4179.154939
8,475159.817039,246064.000000,8184.866767
16,617435.753929,225141.000000,3488.894237
32,347341.200592,130707.000000,19855.479899
64,544945.252143,128135.000000,43057.694992
128,861778.077383,215290.000000,22508.166007
256,403277.810916,126942.000000,35373.175868
512,704706.785932,162078.000000,27501.746035
1024,788352.610336,225151.000000,132974.550967
2048,996595.072290,265510.000000,102757.402818
4096,430549.650972,81381.000000,165926.548479
8192,843423.631763,179152.000000,286185.268312
16384,1315821.588845,231076.000000,467906.471825
32768,2076131.975300,157624.000000,1878302.142029
65536,191472.031707,35645.000000,0.000000
